date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:26:19	46/46	---MC-	200	added ('OK')	text/plain	date:Sun,%2014%20Oct%202012%2008:40:13%20GMT	http://wbpreview.com/robots.txt		(from )
15:26:19	39064/39064	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20May%202012%2012:10:17%20GMT	http://wbpreview.com/previews/WB00C40H4/	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/index.html	(from )
15:26:20	102018/102018	---MC-	200	added ('OK')	text/css	date:Mon,%2014%20May%202012%2012:10:18%20GMT	http://wbpreview.com/previews/WB00C40H4/style.css	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/style.css	(from )
15:26:20	39064/39064	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20May%202012%2012:10:17%20GMT	http://wbpreview.com/previews/WB00C40H4/index.html	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/index-2.html	(from )
15:26:21	3524/3524	---M--	200	added ('OK')	image/png	date:Mon,%2014%20May%202012%2012:10:21%20GMT	http://wbpreview.com/previews/WB00C40H4/images/logo.png	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/images/logo.png	(from )
15:26:21	35918/35918	---MC-	200	added ('OK')	text/html	date:Mon,%2014%20May%202012%2012:10:17%20GMT	http://wbpreview.com/previews/WB00C40H4/post.html	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/post.html	(from )
15:26:21	2470/2470	---M--	200	added ('OK')	image/png	date:Mon,%2014%20May%202012%2012:10:20%20GMT	http://wbpreview.com/previews/WB00C40H4/images/facebook_cloud.png	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/images/facebook_cloud.png	(from )
15:26:22	2447/2447	---M--	200	added ('OK')	image/png	date:Mon,%2014%20May%202012%2012:10:21%20GMT	http://wbpreview.com/previews/WB00C40H4/images/twitter_cloud.png	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/images/twitter_cloud.png	(from )
15:26:22	2331/2331	---M--	200	added ('OK')	image/png	date:Mon,%2014%20May%202012%2012:10:19%20GMT	http://wbpreview.com/previews/WB00C40H4/images/delicious_cloud.png	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/images/delicious_cloud.png	(from )
15:26:22	2996/2996	---M--	200	added ('OK')	image/png	date:Mon,%2014%20May%202012%2012:10:20%20GMT	http://wbpreview.com/previews/WB00C40H4/images/feed_cloud.png	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/images/feed_cloud.png	(from )
15:26:22	539/539	---M--	200	added ('OK')	image/gif	date:Mon,%2014%20May%202012%2012:10:17%20GMT	http://wbpreview.com/previews/WB00C40H4/images/160x120.gif	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/images/160x120.gif	(from )
15:26:25	2563/2563	---MC-	200	added ('OK')	application/x-javascript	date:Mon,%2014%20May%202012%2012:10:22%20GMT	http://wbpreview.com/previews/WB00C40H4/js/bootstrap-dropdown.js	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/js/bootstrap-dropdown.js	(from )
15:26:25	3307/3307	---MC-	200	added ('OK')	application/x-javascript	date:Mon,%2014%20May%202012%2012:10:22%20GMT	http://wbpreview.com/previews/WB00C40H4/js/bootstrap-tab.js	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/js/bootstrap-tab.js	(from )
15:26:26	247823/247823	---MC-	200	added ('OK')	application/x-javascript	date:Mon,%2014%20May%202012%2012:10:24%20GMT	http://wbpreview.com/previews/WB00C40H4/js/jquery.js	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/js/jquery.js	(from )
15:26:26	4352/4352	---M--	200	added ('OK')	image/png	date:Mon,%2014%20May%202012%2012:10:20%20GMT	http://wbpreview.com/previews/WB00C40H4/images/glyphicons-halflings.png	C:/Mes%20Sites%20Web/bootstrap1/wbpreview.com/previews/WB00C40H4/images/glyphicons-halflings.png	(from http://wbpreview.com/previews/WB00C40H4/)
