date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:45:23	77295/77295	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202012%2015:32:04%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/new_homes.png	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/new_homes.png	(from )
15:45:23	3351/3351	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:10%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/houses/house_4.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_4.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:24	2817/2817	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:10%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/houses/house_6.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_6.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:24	81244/81244	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202012%2015:32:04%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/homes_abroad.png	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/homes_abroad.png	(from )
15:45:24	3596/3596	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:10%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/houses/house_7.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_7.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:24	3150/3150	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:10%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/houses/house_8.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_8.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:24	3080/3080	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:10%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/houses/house_9.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_9.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:25	3117/3117	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:09%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/houses/house_10.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_10.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:26	2365/2365	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_0.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_0.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:26	33697/33697	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:06%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_0.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_0.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:28	6376/6376	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_1.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_1.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:29	6480/6480	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_2.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_2.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:29	6814/6814	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_3.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_3.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:30	53342/53342	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:07%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_2.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_2.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:31	6376/6376	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_4.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_4.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:36	46937/46937	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:08%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_4.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_4.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:38	48999/48999	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:09%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_5.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_5.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:38	41187/41187	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:09%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_6.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_6.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:39	81682/81682	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:08%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_3.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_3.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:40	47149/47149	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:09%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_7.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_7.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:42	6202/6202	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_8.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_8.jpg	(from http://wbpreview.com/previews/WB02793H5/)
15:45:44	93868/93868	---MC-	200	added ('OK')	application/x-javascript	date:Tue,%2024%20Jul%202012%2015:31:59%20GMT	http://wbpreview.com/previews/WB02793H5/js/jquery.min.js	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/js/jquery.min.js	(from http://wbpreview.com/previews/WB02793H5/)
15:45:44	426/426	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202012%2015:32:13%20GMT	http://wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/images/right-arrow.png	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/images/right-arrow.png	(from http://wbpreview.com/previews/WB02793H5/)
15:45:44	433/433	---M--	200	added ('OK')	image/png	date:Tue,%2024%20Jul%202012%2015:32:13%20GMT	http://wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/images/left-arrow.png	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/images/left-arrow.png	(from http://wbpreview.com/previews/WB02793H5/)
15:45:44	162/162	---MC-	404	error ('Not%20Found')	text/html	date:Thu,%2003%20Jan%202013%2014:45:42%20GMT	http://wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/images/plus.png	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/images/plus.40.delayed	(from http://wbpreview.com/previews/WB02793H5/)
15:45:44	6379/6379	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_5.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_5.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:45	6211/6211	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_6.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_6.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:46	6160/6160	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:12%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_7.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_7.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:47	3091/3091	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:04%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/remax-logo-color.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/remax-logo-color.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:47	18060/18060	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:10%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/houses/house_5.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_5.jpg	(from http://wbpreview.com/previews/WB02793H5/listings.html)
15:45:47	18060/18060	URF---	200	added ('OK%20(cached)')	image/jpeg		http://wbpreview.com/previews/WB02793H5/css/images/houses/house_5.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/houses/house_5.jpg	(from http://wbpreview.com/previews/WB02793H5/listings.html)
15:45:48	41763/41763	---MC-	200	added ('OK')	application/x-javascript	date:Tue,%2024%20Jul%202012%2015:32:06%20GMT	http://wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/jquery.aw-showcase.js	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/js/jquery.aw-showcase/jquery.aw-showcase.js	(from http://wbpreview.com/previews/WB02793H5/)
15:45:50	51880/51880	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:06%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_1.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_1.jpg	(from http://wbpreview.com/previews/WB02793H5/compare.html)
15:45:50	53293/53293	---M--	200	added ('OK')	image/jpeg	date:Tue,%2024%20Jul%202012%2015:32:09%20GMT	http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_8.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_8.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:50	6379/6379	URF---	200	added ('OK%20(cached)')	image/jpeg		http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_5.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_5.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:51	6211/6211	URF---	200	added ('OK%20(cached)')	image/jpeg		http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_6.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_6.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:51	6160/6160	URF---	200	added ('OK%20(cached)')	image/jpeg		http://wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_7.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/thumbnails/room_7.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:51	53293/53293	URF---	200	added ('OK%20(cached)')	image/jpeg		http://wbpreview.com/previews/WB02793H5/css/images/gallery/room_8.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/gallery/room_8.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
15:45:51	3091/3091	URF---	200	added ('OK%20(cached)')	image/jpeg		http://wbpreview.com/previews/WB02793H5/css/images/remax-logo-color.jpg	C:/Mes%20Sites%20Web/bootstrap4/wbpreview.com/previews/WB02793H5/css/images/remax-logo-color.jpg	(from http://wbpreview.com/previews/WB02793H5/property.html)
